"ChEMBL ID"	"Name"	"Synonyms"	"Type"	"Max Phase"	"Molecular Weight"	"Targets"	"Bioactivities"	"AlogP"	"Polar Surface Area"	"HBA"	"HBD"	"#RO5 Violations"	"#Rotatable Bonds"	"Passes Ro3"	"QED Weighted"	"CX Acidic pKa"	"CX Basic pKa"	"CX LogP"	"CX LogD"	"Aromatic Rings"	"Structure Type"	"Inorganic Flag"	"Heavy Atoms"	"HBA (Lipinski)"	"HBD (Lipinski)"	"#RO5 Violations (Lipinski)"	"Molecular Weight (Monoisotopic)"	"Molecular Species"	"Molecular Formula"	"Smiles"
"CHEMBL2105630"	"ALVESPIMYCIN HYDROCHLORIDE"	"ALVESPIMYCIN HYDROCHLORIDE|BMS-826476|KOS-1022"	"Small molecule"	"1"	"653.22"	"2"	"5"	"1.91"	"169.52"	"10"	"4"	"1"	"7"	"N"	"0.24"	"12.78"	"7.41"	"1.85"	"1.55"	"0"	"MOL"	"0"	"44"	"12"	"5"	"2"	"616.3472"	"NEUTRAL"	"C32H49ClN4O8"	"CO[C@H]1/C=C\C=C(/C)C(=O)NC2=CC(=O)C(NCCN(C)C)=C(C[C@@H](C)C[C@H](OC)[C@H](O)[C@@H](C)/C=C(\C)[C@@H]1OC(N)=O)C2=O.Cl"
"CHEMBL2206196"	"PAROMOMYCIN SULFATE"	"AMINOSIDINE SULFATE|CRESTOMYCIN SULFATE|ESTOMYCIN SULFATE|GABBRORAL|Humatin|PAROMOMYCIN SULFATE"	"Small molecule"	"4"	"713.71"	"12"	"27"	"-8.86"	"347.32"	"19"	"13"	"3"	"9"	"N"	"0.11"	"12.15"	"9.59"	"-8.31"	"-13.96"	"0"	"MOL"	"0"	"42"	"19"	"18"	"3"	"615.2963"	"BASE"	"C23H47N5O18S"	"NC[C@@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)[C@@H]2O)[C@H](N)[C@@H](O)[C@@H]1O.O=S(=O)(O)O"
"CHEMBL405807"	""	""	"Small molecule"	"0"	"1128.21"	"3"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1127.5036"	"None"	"C53H69N13O15"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4cccc(C(C)(C)C)c4)oc3c2)NC1=O"
"CHEMBL1554"	"DACTINOMYCIN"	"ACTINOMYCIN D|COSMEGEN LYOVAC|Cosmegen|DACTINOMYCIN|GNF-PF-2290|GNF-Pf-1977|NCI-C04682|NSC-3053"	"Protein"	"4"	"1255.44"	"243"	"1431"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1254.6285"	"None"	"C62H86N12O16"	"Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O"
"CHEMBL410570"	""	""	"Small molecule"	"0"	"1337.56"	"2"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1336.2476"	"None"	"C57H56N14O13S6"	"CNC(=O)C[C@@H]1NC(=O)c2csc(n2)-c2ccc(-c3nc(C(=O)N4CC(C(=O)N[C@H](CCC(=O)O)C(=O)O)C4)cs3)nc2-c2csc(n2)-c2csc(n2)C(C(O)c2ccccc2)NC(=O)CNC(=O)c2nc(sc2COC)[C@H](C(C)C)NC(=O)c2nc1sc2C"
"CHEMBL1096885"	"VALRUBICIN"	"AD 32|AD-32|NSC-246131|VALRUBICIN|VALSTAR PRESERVATIVE FREE|Valstar"	"Small molecule"	"4"	"723.65"	"11"	"34"	"2.46"	"215.22"	"13"	"5"	"2"	"10"	"N"	"0.15"	"6.86"	"None"	"4.49"	"3.92"	"2"	"MOL"	"0"	"51"	"14"	"5"	"2"	"723.2139"	"NEUTRAL"	"C34H36F3NO13"	"CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O"
"CHEMBL4297142"	"CASPOFUNGIN ACETATE"	"CASPOFUNGIN ACETATE|Cancidas|MK-0991"	"Small molecule"	"4"	"1213.43"	"2"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1092.6431"	"None"	"C56H96N10O19"	"CC(=O)O.CC(=O)O.CCC(C)CC(C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O"
"CHEMBL1697843"	"METILDIGOXIN"	"LANITOP|MEDIGOXIN|METHYLDIGOXIN|METILDIGOXIN"	"Small molecule"	"4"	"794.98"	"3"	"5"	"2.87"	"192.06"	"14"	"5"	"2"	"8"	"N"	"0.18"	"7.15"	"None"	"3.01"	"2.57"	"0"	"MOL"	"0"	"56"	"14"	"5"	"2"	"794.4453"	"NEUTRAL"	"C42H66O14"	"CO[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6C[C@@H](O)[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)O[C@@H]1C"
"CHEMBL404520"	"CHLORTETRACYCLINE"	"CHLORTETRACYCLINE|Chlortetracycline|E702"	"Small molecule"	"4"	"478.89"	"124"	"863"	"0.44"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.64"	"8.55"	"-2.89"	"-3.33"	"1"	"MOL"	"0"	"33"	"10"	"7"	"1"	"478.1143"	"ZWITTERION"	"C22H23ClN2O8"	"CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL1200558"	"BACITRACIN"	"Albac 50|BACI-RX|BACIGUENT|BACIIM|BACITRACIN|Baciferm 50|E700"	"Protein"	"4"	"1422.72"	"123"	"745"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"BOTH"	"0"	"None"	"None"	"None"	"None"	"1421.7489"	"None"	"C66H103N17O16S"	"CC[C@H](C)[C@H](N)C1=N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@H]2CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc3cnc[nH]3)NC(=O)[C@@H](Cc3ccccc3)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H](CCCN)NC2=O)[C@@H](C)CC)CS1"
"CHEMBL2068971"	"ROSTAFUROXIN"	"ROSTAFUROXIN"	"Small molecule"	"2"	"374.52"	"3"	"4"	"3.99"	"73.83"	"4"	"3"	"0"	"1"	"N"	"0.69"	"13.22"	"None"	"2.91"	"2.91"	"1"	"MOL"	"0"	"27"	"4"	"3"	"0"	"374.2457"	"NEUTRAL"	"C23H34O4"	"C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@]1(O)CC[C@]2(O)c1ccoc1"
"CHEMBL1200976"	"IDARUBICIN HYDROCHLORIDE"	"IDAMYCIN PFS|IDARUBICIN HYDROCHLORIDE|IDARUBICIN HYDROCHLORIDE PFS|IMI 30|IMI-30|Idamycin|NSC-256439|ZAVEDOS"	"Small molecule"	"4"	"533.96"	"44"	"85"	"1.02"	"176.61"	"10"	"5"	"0"	"3"	"N"	"0.33"	"8.02"	"9.18"	"1.51"	"1.06"	"2"	"MOL"	"0"	"36"	"10"	"6"	"1"	"497.1686"	"BASE"	"C26H28ClNO9"	"CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O.Cl"
"CHEMBL1232"	"ERTAPENEM SODIUM"	"ERTAPENEM SODIUM|ERTAPENEM SODIUM SALT|Invanz|L-749345|MK-0826|MK-826"	"Small molecule"	"4"	"497.51"	"23"	"71"	"0.94"	"156.27"	"7"	"5"	"0"	"7"	"N"	"0.36"	"3.22"	"9.03"	"-3.23"	"-6.07"	"1"	"MOL"	"0"	"33"	"10"	"5"	"0"	"475.1413"	"ZWITTERION"	"C22H24N3NaO7S"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)[O-])c4)C3)[C@H](C)[C@H]12.[Na+]"
"CHEMBL127"	"MEROPENEM"	"ICI 194,660|ICI-194660|MEROPENEM|MEROPENEM HYDRATE|MEROPENEM TRIHYDRATE|Merrem|Merrem i.v.|SM-7338"	"Small molecule"	"4"	"383.47"	"332"	"5946"	"-0.31"	"110.18"	"6"	"3"	"0"	"5"	"N"	"0.56"	"3.28"	"9.39"	"-4.35"	"-4.36"	"0"	"MOL"	"0"	"26"	"8"	"3"	"0"	"383.1515"	"ZWITTERION"	"C17H25N3O5S"	"C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12"
"CHEMBL3215341"	""	""	"Small molecule"	"0"	"1908.72"	"6"	"7"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1906.5831"	"None"	"C89H100Cl2N10O33"	"CNC(=O)[C@@H]1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc(O)cc4c5)C(O)c4ccc(c(Cl)c4)Oc4cc3cc(c4O[C@@H]3O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]3NC(=O)CCCCCCC(C)C)Oc3ccc(cc3Cl)C2O[C@@H]2O[C@@H](CO)[C@@H](O)[C@H](O)[C@@H]2NC(C)=O)c2ccc(O)c(c2)-c2c(O[C@H]3O[C@H](CO)[C@@H](O)[C@@H](O)[C@@H]3O)cc(O)cc21"
"CHEMBL1200610"	"LORACARBEF"	"LORACARBEF|LORACARBEF MONOHYDRATE|LY-163892 MONOHYDRATE|LY163892 MONOHYDRATE|Lorabid"	"Small molecule"	"4"	"367.79"	""	""	"0.71"	"112.73"	"4"	"3"	"0"	"4"	"N"	"0.69"	"2.93"	"7.23"	"-2.40"	"-2.76"	"1"	"MOL"	"0"	"24"	"7"	"4"	"0"	"349.0829"	"ACID"	"C16H18ClN3O5"	"N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CC[C@H]12)c1ccccc1.O"
"CHEMBL1436"	"CEFUROXIME"	"640/359|CEFUROXIME|Cefuroxime|Cefuroximine|Kefurox|Zinacef"	"Small molecule"	"4"	"424.39"	"135"	"1427"	"-0.54"	"173.76"	"9"	"3"	"0"	"7"	"N"	"0.30"	"2.96"	"None"	"-0.90"	"-4.38"	"1"	"MOL"	"0"	"29"	"12"	"4"	"1"	"424.0689"	"ACID"	"C16H16N4O8S"	"CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1"
"CHEMBL254219"	"DIGITOXIN"	"CRYSTODIGIN|Crystodigin|DIGIMERCK|DIGITOXIN|DIGITOXOSIDE|NATIVELLE DIGITALINE|NSC-7529"	"Small molecule"	"4"	"764.95"	"241"	"1084"	"3.25"	"182.83"	"13"	"5"	"2"	"7"	"N"	"0.19"	"7.18"	"0.24"	"3.60"	"3.18"	"0"	"MOL"	"0"	"54"	"13"	"5"	"2"	"764.4347"	"NEUTRAL"	"C41H64O13"	"C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O"
"CHEMBL1447"	"LINCOMYCIN"	"LINCOMYCIN|Lincomycin|U-10,149|U-10149"	"Small molecule"	"4"	"406.55"	"138"	"882"	"-0.86"	"122.49"	"8"	"5"	"0"	"7"	"N"	"0.37"	"12.37"	"7.97"	"-0.32"	"-0.99"	"0"	"MOL"	"0"	"27"	"8"	"5"	"0"	"406.2138"	"NEUTRAL"	"C18H34N2O6S"	"CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1"
"CHEMBL407366"	""	""	"Small molecule"	"0"	"1160.21"	"3"	"3"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"-1"	"None"	"None"	"None"	"None"	"1159.4723"	"None"	"C56H65N13O15"	"C[C@@H](c1ccccc1)[C@@H]1NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H]([C@@H](O)[C@@H]2CN=C(N)N2[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)NC(=O)[C@H]([C@H](O)[C@@H]2CN=C(N)N2)NC(=O)[C@@H](Cc2ccc3nc(-c4ccc5c(c4)-c4ccccc4C5)oc3c2)NC1=O"
"CHEMBL3833378"	"PENIMEPICYCLINE"	"PENIMEPICYCLINE"	"Small molecule"	"0"	"937.04"	""	""	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"936.3575"	"None"	"C45H56N6O14S"	"CC1(C)S[C@@H]2[C@H](NC(=O)COc3ccccc3)C(=O)N2[C@H]1C(=O)O.CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCN(CCO)CC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12"
"CHEMBL1200628"	"VANCOMYCIN HYDROCHLORIDE"	"FIRVANQ KIT|VANCOCIN|VANCOCIN MATRIGEL|VANCOLED|VANCOMYCIN HYDROCHLORIDE|VANCOMYCIN MONOHYDROCHLORIDE|VANCOR|Vancocin Hydrochloride|Vanoled"	"Small molecule"	"4"	"1485.73"	"25"	"90"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1447.4302"	"None"	"C66H76Cl3N9O24"	"CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O.Cl"
"CHEMBL267345"	"AMPHOTERICIN B"	"AMOPHOTERICIN B|AMPHO-MORONAL|AMPHOTERCIN B|AMPHOTERICIN|AMPHOTERICIN B|AMPHOTERICIN B DEOXYCHOLATE|AMPHOTERICIN B LIPID COMPLEX|AMPHOTERICIN B LIPOSOMAL COMPLEX|AMPHOTERICIN B, LIPOSOME|AMPHOTERICINE B|AMPHOTERICITIN B|AMPHOTREICIN B|AMPOTERICIN B|Abelcet|Ambisome|Amphotec|FUNGILIN|FUNGILIN IN ORABASE|Fungizone|NSC-527017"	"Small molecule"	"4"	"924.09"	"406"	"7584"	"0.71"	"319.61"	"17"	"12"	"3"	"3"	"N"	"0.17"	"3.69"	"9.12"	"-2.30"	"-2.31"	"0"	"MOL"	"0"	"65"	"18"	"13"	"3"	"923.4878"	"ZWITTERION"	"C47H73NO17"	"C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@@H](C(=O)O)[C@H](C[C@@H](O[C@@H]3O[C@H](C)[C@@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2"
"CHEMBL1237054"	"PLICAMYCIN"	"A-2371|ANTIBIOTIC LA-7017|LA-7017|MITHRAMYCIN|Mithracin|NSC-24559|PA-144|PLICAMYCIN"	"Small molecule"	"4"	"1085.16"	"34"	"108"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1084.4727"	"None"	"C52H76O24"	"CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1"
"CHEMBL2107827"	"ALDOXORUBICIN HYDROCHLORIDE"	"ALDOXORUBICIN HYDROCHLORIDE|INNO-206|INNO-206 HYDROCHLORIDE"	"Small molecule"	"2"	"787.22"	""	""	"0.39"	"267.84"	"15"	"7"	"3"	"12"	"N"	"0.04"	"8.20"	"9.39"	"0.71"	"0.05"	"2"	"MOL"	"0"	"54"	"17"	"8"	"3"	"750.2748"	"BASE"	"C37H43ClN4O13"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(CO)=N/NC(=O)CCCCCN1C(=O)C=CC1=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl"
"CHEMBL3989506"	"TROMANTADINE"	"TROMANTADINE"	"Small molecule"	"0"	"280.41"	""	""	"1.65"	"41.57"	"3"	"1"	"0"	"6"	"N"	"0.75"	"None"	"8.57"	"1.13"	"-0.07"	"0"	"MOL"	"0"	"20"	"4"	"1"	"0"	"280.2151"	"BASE"	"C16H28N2O2"	"CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2"
"CHEMBL1256723"	"DOXYCYCLINE HYDROCHLORIDE"	"DOXYCYCLINE HYDROCHLORIDE"	"Small molecule"	"3"	"480.90"	"22"	"39"	"-0.35"	"181.62"	"9"	"6"	"1"	"2"	"N"	"0.33"	"2.92"	"7.46"	"-3.29"	"-3.57"	"1"	"MOL"	"0"	"32"	"10"	"7"	"1"	"444.1533"	"ACID"	"C22H25ClN2O8"	"C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl"
"CHEMBL771"	"CYCLOSERINE"	"CYCLOSERINE|Cycloserine|NSC-154851|NSC-76029|Seromycin"	"Small molecule"	"4"	"102.09"	"79"	"407"	"-1.62"	"64.35"	"3"	"2"	"0"	"0"	"N"	"0.39"	"4.21"	"8.36"	"-2.42"	"-2.42"	"0"	"MOL"	"0"	"7"	"4"	"3"	"0"	"102.0429"	"ACID"	"C3H6N2O2"	"N[C@@H]1CONC1=O"
"CHEMBL1201569"	"BOTULINUM TOXIN TYPE B"	"AN-0772|BOTULIN B|BOTULINUM TOXIN TYPE B|MYOBLOC|NEUROBLOC"	"Unknown"	"4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"SEQ"	"0"	""	""	""	""	""	""	""	""
"CHEMBL387675"	"DAPTOMYCIN"	"CUBICIN RF|Cubicin|DAPTOMYCIN|LY 146032|LY-146032|LY-164032"	"Protein"	"4"	"1620.69"	"120"	"2678"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"MOL"	"0"	"None"	"None"	"None"	"None"	"1619.7104"	"None"	"C72H101N17O26"	"CCCCCCCCCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H]1C(=O)NCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@@H]([C@H](C)CC(=O)O)C(=O)N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C"
"CHEMBL441792"	""	""	"Small molecule"	"0"	"807.08"	"3"	"3"	"2.36"	"198.10"	"15"	"6"	"3"	"11"	"N"	"0.13"	"12.35"	"9.77"	"2.52"	"-1.39"	"0"	"MOL"	"-1"	"56"	"15"	"6"	"3"	"806.5504"	"BASE"	"C41H78N2O13"	"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@](O)(CCCOC)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN[C@H](C)[C@@H](O)[C@]1(C)O"
"CHEMBL1282"	"IMIQUIMOD"	"Aldara|IMIQUIMOD|R-837|S-26308|S26308|ZYCLARA"	"Small molecule"	"4"	"240.31"	"133"	"600"	"2.82"	"56.73"	"4"	"1"	"0"	"2"	"N"	"0.75"	"None"	"5.01"	"2.65"	"2.65"	"3"	"MOL"	"0"	"18"	"4"	"2"	"0"	"240.1375"	"NEUTRAL"	"C14H16N4"	"CC(C)Cn1cnc2c(N)nc3ccccc3c21"
"CHEMBL284483"	"COFORMYCIN"	"COFORMYCIN|NSC-277817"	"Small molecule"	"2"	"284.27"	"5"	"13"	"-2.21"	"132.36"	"9"	"5"	"0"	"2"	"N"	"0.42"	"12.37"	"8.30"	"-2.92"	"-3.81"	"1"	"MOL"	"0"	"20"	"9"	"5"	"0"	"284.1121"	"NEUTRAL"	"C11H16N4O5"	"OC[C@H]1O[C@@H](n2cnc3c2N=CNC[C@H]3O)[C@H](O)[C@@H]1O"
"CHEMBL4594539"	"BOTULINUM TOXIN TYPE E"	"BOTULINUM TOXIN TYPE E|EB-001"	"Unknown"	"2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"NONE"	"0"	""	""	""	""	""	""	""	""
"CHEMBL1563"	"DAUNORUBICIN HYDROCHLORIDE"	"Cerubidine|DAUNORUBICIN HYDROCHLORIDE|Daunoxome|FI 6339 HYDROCHLORIDE|FI 6339 [AS THE BASE]|FI-6339|FI-6339 HYDROCHLORIDE|NDC 0082-4155|NDC-0082-4155|NSC-82151|RP 13057 HYDROCHLORIDE|RP 13057 [AS THE BASE)|RP-13057|RP-13057 HYDROCHLORIDE"	"Small molecule"	"4"	"563.99"	"122"	"276"	"1.03"	"185.84"	"11"	"5"	"2"	"4"	"N"	"0.31"	"8.00"	"9.09"	"1.34"	"0.91"	"2"	"MOL"	"0"	"38"	"11"	"6"	"3"	"527.1791"	"BASE"	"C27H30ClNO10"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl"
"CHEMBL1200688"	"ERYTHROMYCIN ETHYLSUCCINATE"	"ARPIMYCIN|E-MYCIN E|E-mycin|E.E.S. 200|E.E.S. 400|E.e.s.|ERYMIN|ERYTHRODEN|ERYTHROMYCIN ETHYL SUCCINATE|ERYTHROMYCIN ETHYLSUCCINATE|ERYTHROPED|ERYTHROPED A|ERYTHROPED FTE|ERYTHROPED FTE SF|ERYTHROPED PI|ERYTHROPED PI SF|ERYTHROPED SF|Eryped|PEDIAMYCIN 400|PRIMACINE|Pediamycin|ROMMIX 125|STERILE ERYTHROMYCIN ETHYLSUCCINATE|WYAMYCIN E|Wyamycin"	"Small molecule"	"4"	"862.06"	"15"	"1427"	"2.68"	"226.28"	"17"	"4"	"2"	"12"	"N"	"0.16"	"12.68"	"7.87"	"3.37"	"2.77"	"0"	"MOL"	"0"	"60"	"17"	"4"	"2"	"861.5086"	"NEUTRAL"	"C43H75NO16"	"CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C"
"CHEMBL160"	"CYCLOSPORINE"	"27-400|ANTIBIOTIC S-7481F1|CAPIMUNE|CAPSORIN|CEQUA|CICLOSPORIN|CYCLOSPORIN A|CYCLOSPORINE|DEXIMUNE|Gengraf|IKERVIS|NSC-290193|Neoral|OL-27-400|OPTIMMUNE|RESTASIS MULTIDOSE|Restasis|SANDIMMUN|SANG-35|SANGCYA|SDZ-OXL-400|Sandimmune|VANQUORAL"	"Protein"	"4"	"1202.63"	"264"	"4031"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"None"	"BOTH"	"0"	"None"	"None"	"None"	"None"	"1201.8414"	"None"	"C62H111N11O12"	"C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C"
"CHEMBL1697854"	"ZORUBICIN"	"ZORUBICIN"	"Small molecule"	"0"	"645.67"	"3"	"20"	"2.25"	"210.23"	"12"	"6"	"3"	"6"	"N"	"0.10"	"8.20"	"9.37"	"2.67"	"2.02"	"3"	"MOL"	"0"	"47"	"13"	"7"	"3"	"645.2322"	"BASE"	"C34H35N3O10"	"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(/C(C)=N/NC(=O)c1ccccc1)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
